commit_or_run_id	stage	model_family	feature_lane	cv_mae	cv_mae_std	validation_mae	runtime_seconds	status	params_summary	description
20260509-210203-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	54179.964700	4365.604180		39.087640	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=4,subsample=0.8),geo_signal,commune_te(k=20),drop_room_layout	Deepen iter12: drop the 20 sparse room-layout columns (10 num_apt/house_*_rooms + 10 area_apt/house_*_rooms) on iter3 anchor. Each column is mostly 0 because rooms are gated by property_type. Single-knob (feature scope: drop unit). Hypothesis: removing sparse-zero columns reduces noise without losing signal that house_area / apartment_area / built_area already encode at the aggregate level.
20260509-210426-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	53250.718821	4268.615067		101.377037	keep	GBR(loss=absolute_error,n_est=200,lr=0.1,max_depth=4,subsample=0.8),geo_signal,commune_te(k=20)	Deepen iter13: n_estimators 100 -> 200 alone on iter3 anchor (no lr change). Different from iter2's mechanically-paired bump. Single hyperparameter knob. Hypothesis: more boosting stages at the same step size may keep refining residuals; iter2's paired bump halved lr too aggressively.
20260509-210726-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	53435.837619	3768.284309		159.258571	keep	GBR(loss=absolute_error,n_est=300,lr=0.1,max_depth=4,subsample=0.8),geo_signal,commune_te(k=20)	Deepen iter14: n_estimators 200 -> 300 chained on iter13 (n_est=200 mean+std win). Single hyperparameter knob. Hypothesis: if 200 trees lifted both mean and std, 300 may keep paying before overfitting; observe std as the key diagnostic.
20260509-211120-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	53334.822822	4680.648982		200.084793	keep	GBR(loss=absolute_error,n_est=200,lr=0.1,max_depth=5,subsample=0.8),geo_signal,commune_te(k=20)	Deepen iter15: max_depth 4 -> 5 chained on iter13 (n_est=200 family best). Single hyperparameter knob. Hypothesis: iter4 (depth=5 on n_est=100) showed std rise; with n_est=200 the per-tree contribution is smaller (lr same, more stages) so depth=5 may now be better-behaved. Closes the user-requested upper-budget iter11-15.
20260509-212520-deepen-v6_capacity_path	deepen	xgboost_v7	v6_capacity_path	48273.935939	5075.167590		299.428617	keep	deepen_iter2_internal_early_stopping	Deepen iter2: on top of promoted v7 top15 plus n_est=8000, replace fixed 8000 trees with n_estimators=12000 and fold-internal early_stopping_rounds=200. The internal eval split is drawn only from each outer training split; the outer validation fold remains untouched.
20260509-214323-smoke-v7_plus_cadastral_counts	smoke	xgboost_v8	v7_plus_cadastral_counts	48468.888453	4727.278732		1083.617355	keep	smoke_laneA_add_cadastral_counts	Smoke laneA: extend numeric scope by adding 4 omitted cadastral counts (num_parcels, num_sections, num_communes, num_dependencies) on top of v7 promoted recipe. Single feature knob.
20260509-214332-smoke-v7_plus_room_density	smoke	xgboost_v8	v7_plus_room_density	48002.727808	5199.547985		756.335006	keep	smoke_laneB_room_area_density_ratios	Smoke laneB: add 10 avg-area-per-room ratios (apt+house x 5 buckets) on top of v7 promoted recipe. Single feature knob.
20260509-214336-smoke-v7_minus_sparse_rooms	smoke	xgboost_v8	v7_minus_sparse_rooms	48236.725737	5068.729435		641.066951	keep	smoke_laneC_drop_sparse_room_layout	Smoke laneC: drop 8 sparse 1-room/2-room layout columns from v7 promoted recipe. Single feature knob.
20260509-224734-deepen-v8_b_density_restored	deepen	xgboost_v8	v8_b_density_restored	48040.806878	5087.465593		1943.306104	keep	deepen_iter1_b_density_restored	Deepen iter1: restore capacity (n_est 4000->8000, top_k 10->15) on lane B (room_area_density_ratios) winner. Establishes restored-capacity reference for v8 deepen anchor.
20260509-232317-deepen-v8_drop_density	deepen	xgboost_v8	v8_drop_density	47978.894093	4784.971381		1488.138344	keep	deepen_iter2_drop_density	Deepen iter2: discard direction. DROP all 10 room_area_density_ratios from iter1's NUMERIC_COLUMNS. Single feature knob. Tests whether iter1's +1733 regression vs v7 promoted is attributable to those 10 columns. Also confirms v7-promoted reproducibility under v8 family pipeline.
20260509-235345-deepen-v8_drop_sparse_rooms	deepen	xgboost_v8	v8_drop_sparse_rooms	48461.879913	5025.829976		1247.034438	keep	deepen_iter3_drop_sparse_rooms	Deepen iter3: anchored on iter2 (v7-equivalent). DROP 8 sparse 1-room/2-room raw cols (num_apt_1_room, area_apt_1_room, num_apt_2_rooms, area_apt_2_rooms, num_house_1_room, area_house_1_room, num_house_2_rooms, area_house_2_rooms). Single feature knob.
20260510-004926-deepen-v8_drop_sparse_plus_cadastral	deepen	xgboost_v8	v8_drop_sparse_plus_cadastral	48492.171260	4846.088503		1285.130610	keep	deepen_iter4_add_cadastral	Deepen iter4: anchored on iter3 (drop sparse + no density). ADD num_parcels, num_sections, num_communes, num_dependencies. Single feature knob from iter3.
20260510-011240-deepen-v8_drop_const_cats	deepen	xgboost_v8	v8_drop_const_cats	48302.653328	5259.363435		1301.231541	keep	deepen_iter5_drop_const_cats	Deepen iter5: pivot back to family-best iter2 anchor. DROP dept_code and region_code from CATEGORICAL_COLUMNS (CLAUDE.md flags both as constant in training; they only add encoding overhead with no decision splits).
20260510-013543-deepen-v8_log_skewed	deepen	xgboost_v8	v8_log_skewed	47978.894093	4784.971381		1301.697872	keep	deepen_iter6_log_skewed	Deepen iter6: anchored on family-best iter2. Replace built_area, land_area, house_area, apartment_area with their log1p variants in NUMERIC_COLUMNS. Single preprocessing knob. Tests whether log spacing maps long-tailed area distributions onto more uniform hist-bin density.
20260510-015847-deepen-v8_presence_flags	deepen	xgboost_v8	v8_presence_flags	47963.501368	4952.186361		1323.437211	keep	deepen_iter7_presence_flags	Deepen iter7: anchored on iter6 (=iter2). ADD 5 binary presence flags (has_apartments, has_houses, has_commercial, has_dependencies, has_lots). Single feature knob.
20260510-022205-deepen-v8_parcel_ratios	deepen	xgboost_v8	v8_parcel_ratios	48718.819469	4639.179798		1357.190592	keep	deepen_iter8_parcel_ratios	Deepen iter8: anchored on iter7. ADD 4 cadastral density ratios (parcels_per_section, parcels_per_commune, sections_per_commune, lots_per_parcel). Single feature knob.
20260510-024610-deepen-v8_month_cyclical	deepen	xgboost_v8	v8_month_cyclical	48549.826585	5070.479724		1377.104313	keep	deepen_iter9_month_cyclical	Deepen iter9: anchored on iter7 (family-best). ADD sin_month and cos_month cyclical encoding. Single feature knob.
20260510-031025-deepen-v8_iter7_minus_sparse	deepen	xgboost_v8	v8_iter7_minus_sparse	48329.382386	5140.846300		1261.838098	keep	deepen_iter10_compose_drop_sparse	Deepen iter10: anchored on iter7 (family-best). DROP 8 sparse 1-room/2-room raw cols. Single feature knob. Closes deepen at min=10.
20260510-033345-tune-v8_tune_iter1_lr_003	tune	xgboost_v8	v8_tune_iter1_lr_003	48454.124386	4999.009626		600.075704	keep	tune_iter1_lr_003	Tune iter1: smoke-shrink anchor (iter7 recipe at n_est=4000, top_k=10). Single hyperparameter knob: learning_rate 0.05 -> 0.03.
20260510-034439-tune-v8_tune_iter2_lr_007	tune	xgboost_v8	v8_tune_iter2_lr_007	47875.822992	5165.775046		589.189953	keep	tune_iter2_lr_007	Tune: tune_iter2_lr_007 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-035454-tune-v8_tune_iter3_max_depth_5	tune	xgboost_v8	v8_tune_iter3_max_depth_5	47916.641383	4963.129888		529.383200	keep	tune_iter3_max_depth_5	Tune: tune_iter3_max_depth_5 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-040404-tune-v8_tune_iter4_max_depth_7	tune	xgboost_v8	v8_tune_iter4_max_depth_7	48793.773193	5243.744080		681.541737	keep	tune_iter4_max_depth_7	Tune: tune_iter4_max_depth_7 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-041547-tune-v8_tune_iter5_mcw_3	tune	xgboost_v8	v8_tune_iter5_mcw_3	48376.027234	5379.219889		614.911142	keep	tune_iter5_mcw_3	Tune: tune_iter5_mcw_3 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-042625-tune-v8_tune_iter6_mcw_10	tune	xgboost_v8	v8_tune_iter6_mcw_10	48687.381326	4932.471594		564.719320	keep	tune_iter6_mcw_10	Tune: tune_iter6_mcw_10 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-043610-tune-v8_tune_iter7_subsample_07	tune	xgboost_v8	v8_tune_iter7_subsample_07	48426.720037	4865.961198		576.108816	keep	tune_iter7_subsample_07	Tune: tune_iter7_subsample_07 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-044611-tune-v8_tune_iter8_colsample_05	tune	xgboost_v8	v8_tune_iter8_colsample_05	48070.426511	5052.654728		576.929621	keep	tune_iter8_colsample_05	Tune: tune_iter8_colsample_05 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-045608-tune-v8_tune_iter9_reg_lambda_5	tune	xgboost_v8	v8_tune_iter9_reg_lambda_5	48262.933221	5194.033394		624.870295	keep	tune_iter9_reg_lambda_5	Tune: tune_iter9_reg_lambda_5 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-050653-tune-v8_tune_iter10_blend_02	tune	xgboost_v8	v8_tune_iter10_blend_02	48040.870410	5055.354766		637.441544	keep	tune_iter10_blend_02	Tune: tune_iter10_blend_02 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-051940-confirm-v8_final_seed42	confirm	xgboost_v8	v8_final_seed42	47821.688117	5237.418670		1339.812753	keep	final_seed42_lr_007_restored	Final candidate seed=42: tune-best (lr=0.07) + iter7 features (presence_flags) at RESTORED capacity (n_est=8000, top_k=15).
20260510-054235-confirm-v8_final_seed2026	confirm	xgboost_v8	v8_final_seed2026	47452.076729	2901.185437		1332.919682	keep	final_seed2026_lr_007_restored	Final candidate seed=2026: same recipe as final_seed42 (lr=0.07 + iter7 features + restored capacity), CV split seed=2026 for two-seed agreement.
20260510-111145-smoke-top_target_corr_3	smoke	xgboost_v9	top_target_corr_3	62279.782099	4358.228277		20.991750	keep	smoke_iter1_top_target_corr_3	Smoke iter1: XGBoost on top-3 target-correlated non-redundant features (built_area, num_lots, num_commercial) per mfm_cli analyze. First-principles 3-feature anchor analogous to baseline. Compare to xgboost_v3 baseline_three_only smoke (62674) and Ridge baseline.
20260510-111326-smoke-area_only_3	smoke	xgboost_v9	area_only_3	61254.416495	4639.942229		22.540915	keep	smoke_iter2_area_only_3	Smoke iter2: XGBoost on pure-area triplet (built_area, land_area, house_area). Tests whether size dimensions alone carry signal vs Lane 1 (top-corr mixed counts+area).
20260510-111428-smoke-count_only_3	smoke	xgboost_v9	count_only_3	72560.979734	4784.348261		25.111969	keep	smoke_iter3_count_only_3	Smoke iter3: XGBoost on pure-count triplet (num_lots, num_commercial, num_premises). Closes the first-principles smoke triad (mixed vs area-only vs count-only).
20260510-111630-deepen-backward_select_pool10	deepen	xgboost_v9	backward_select_pool10	58606.437390	4400.703310		24.927312	keep	deepen_iter1_anchor_pool10	Deepen iter1: anchor for backward selection. 10-feature pool selected via mfm analyze (top non-redundant target correlations + redundancy-group reps). Subsequent iters drop one feature each (one-knob).
20260510-111748-deepen-backward_select_drop_built_area	deepen	xgboost_v9	backward_select_drop_built_area	60525.942081	4698.611726		23.829466	keep	deepen_iter2_drop_built_area	Deepen iter2: backward selection drop=built_area. Tests keystone hypothesis (smoke triad showed built_area dominant).
20260510-111842-deepen-backward_select_drop_land_area	deepen	xgboost_v9	backward_select_drop_land_area	60556.746834	4846.071198		25.477951	keep	deepen_iter3_drop_land_area	Deepen iter3: backward selection drop=land_area.
20260510-111927-deepen-backward_select_drop_house_area	deepen	xgboost_v9	backward_select_drop_house_area	59021.571212	4296.612804		24.228166	keep	deepen_iter4_drop_house_area	Deepen iter4: backward selection drop=house_area.
20260510-112013-deepen-backward_select_drop_apartment_area	deepen	xgboost_v9	backward_select_drop_apartment_area	58843.568649	4542.645310		23.316720	keep	deepen_iter5_drop_apartment_area	Deepen iter5: backward selection drop=apartment_area.
20260510-112058-deepen-backward_select_drop_num_lots	deepen	xgboost_v9	backward_select_drop_num_lots	59213.566374	4579.022072		24.526003	keep	deepen_iter6_drop_num_lots	Deepen iter6: backward selection drop=num_lots.
20260510-112144-deepen-backward_select_drop_num_commercial	deepen	xgboost_v9	backward_select_drop_num_commercial	58968.756752	4679.597726		25.303468	keep	deepen_iter7_drop_num_commercial	Deepen iter7: backward selection drop=num_commercial.
20260510-112229-deepen-backward_select_drop_num_apt_2_rooms	deepen	xgboost_v9	backward_select_drop_num_apt_2_rooms	58593.389697	4521.515025		23.846424	keep	deepen_iter8_drop_num_apt_2_rooms	Deepen iter8: backward selection drop=num_apt_2_rooms.
20260510-112316-deepen-backward_select_drop_num_house_2_rooms	deepen	xgboost_v9	backward_select_drop_num_house_2_rooms	58868.001738	4727.940656		23.955929	keep	deepen_iter9_drop_num_house_2_rooms	Deepen iter9: backward selection drop=num_house_2_rooms.
20260510-112409-deepen-backward_select_drop_year	deepen	xgboost_v9	backward_select_drop_year	59369.263454	4478.028117		24.351711	keep	deepen_iter10_drop_year	Deepen iter10: backward selection drop=year.
20260510-112454-deepen-backward_select_drop_month	deepen	xgboost_v9	backward_select_drop_month	58580.214177	4671.434279		25.524512	keep	deepen_iter11_drop_month	Deepen iter11: backward selection drop=month.
20260510-112631-deepen-backward_select_drop_date_unit	deepen	xgboost_v9	backward_select_drop_date_unit	59558.055295	4353.863879		26.699074	keep	deepen_iter12_drop_date_unit	Deepen iter12: drop date_time unit (year+month together as one semantic group). Year and month single-drops were both within noise; testing them as a coherent unit.
20260510-112736-deepen-keystone_pair_only	deepen	xgboost_v9	keystone_pair_only	63435.111768	4757.530278		21.780248	keep	deepen_iter13_keystone_pair_only_multi_change	Deepen iter13 (multi_change): keystone_pair_only = built_area + land_area. Tests whether the two backward-selection-essential features alone hold up vs the 10-feature anchor. Cumulative drop of all 8 tie-droppable features as a single recipe-level decision.
20260510-112836-deepen-lean_7_drop_strongest_ties	deepen	xgboost_v9	lean_7_drop_strongest_ties	58720.160836	4468.142833		24.629605	keep	deepen_iter14_lean_7_multi_change	Deepen iter14 (multi_change): lean_7 = anchor minus the 3 strongest tie-droppers (month -26, num_apt_2_rooms -13, apartment_area +237). Tests cumulative drop of low-information features. After keystone_pair collapse (+4828) we know aggressive drops compound badly; this is the conservative middle ground.
20260510-112933-deepen-lean_5_top_signal	deepen	xgboost_v9	lean_5_top_signal	59958.097875	4581.789847		25.096519	keep	deepen_iter15_lean_5_multi_change	Deepen iter15 (multi_change): lean_5 = essentials + top signal (built_area, land_area, house_area, num_lots, num_commercial). After lean_7 ties anchor, push to find floor by dropping num_house_2_rooms + year on top of lean_7's drops. If lean_5 ties, the 5-feature minimal is the recipe to confirm.
20260510-125151-smoke-transfer_only_3	smoke	xgboost_v10	transfer_only_3	90419.807726	5300.751734		28.187341	keep	smoke_iter1_transfer_only_3	Smoke iter1 (signal isolation): XGBoost on 3 transfer-mode features (n_transferred, transfer_overlap_ratio, is_no_transfer) derived from parcel_ids vs transferred_parcel_ids set arithmetic. Tests whether the 32% no_transfer / 66% full_match / 1.5% partial split (median 80k vs 118k) predicts in isolation. Baseline-3-style.
20260510-125333-smoke-shrunk_v6_anchor	smoke	xgboost_v10	shrunk_v6_anchor	48441.689521	4771.498055		429.399084	keep	smoke_iter2_shrunk_v6_anchor	Smoke iter2: re-establish v6 anchor at smoke speed (top5 sub-models, n_est=2000) without transfer features. Sets the baseline for measuring transfer-feature lift in Lane 3.
20260510-130153-smoke-shrunk_v6_plus_transfer	smoke	xgboost_v10	shrunk_v6_plus_transfer				600.326370	timeout	smoke_iter3_shrunk_v6_plus_transfer	Smoke iter3: same shrunk v6 anchor as Lane 2 + 4 transfer-mode features (n_transferred, n_parcels_kept, transfer_overlap_ratio, is_no_transfer). Single-knob feature addition. Compare to Lane 2 (48441.69) for incremental lift.
20260510-131411-deepen-shrunk_v6_anchor_n1000	deepen	xgboost_v10	shrunk_v6_anchor_n1000	48772.080477	4836.538702		205.873137	keep	deepen_iter1_anchor_n1000	Deepen iter1: re-anchor at n_est=1000 (vs Lane 2's 2000) so iter2 with transfer features fits the 10-min budget. Establishes the runtime-safe deepen baseline.
20260510-131835-deepen-shrunk_v6_anchor_n1000_plus_transfer	deepen	xgboost_v10	shrunk_v6_anchor_n1000_plus_transfer	48589.877829	4902.626715		195.772672	keep	deepen_iter2_plus_transfer4	Deepen iter2 (single-knob feature addition): anchor n=1000 + 4 transfer-mode features (n_transferred, n_parcels_kept, transfer_overlap_ratio, is_no_transfer). Compare to iter1 (48772.08) for clean transfer-feature lift.
20260510-134221-smoke-velocity_only_4	smoke	xgboost_v11	velocity_only_4	91748.764804	5632.440680		32.613165	keep	smoke_iter1_velocity_only_4	Smoke iter1 (signal isolation): XGBoost on 4 fold-safe commune-time velocity features (n_txns_prev_60d/180d, avg_built_area_prev_60d, days_since_last_txn). Tests whether commune-time density predicts in isolation. History built from training fold only; lookup strictly less-than row's own date.
20260510-134430-smoke-shrunk_v6_anchor_n1000	smoke	xgboost_v11	shrunk_v6_anchor_n1000	48772.080477	4836.538702		150.905764	keep	smoke_iter2_shrunk_v6_anchor_n1000	Smoke iter2: re-establish v6 anchor at n_est=1000 (no velocity features) as v11 family baseline. Lane 3 will add velocity for lift measurement.
20260510-134805-smoke-shrunk_v6_anchor_n1000_plus_velocity	smoke	xgboost_v11	shrunk_v6_anchor_n1000_plus_velocity	49013.461365	4862.856640		176.703844	keep	smoke_iter3_shrunk_v6_plus_velocity	Smoke iter3: same anchor n=1000 + 4 fold-safe velocity features (n_txns_prev_60d/180d, avg_built_area_prev_60d, days_since_last_txn). Single-knob feature addition. Compare to Lane 2 (48772.08) for clean velocity lift.
20260512-105219-deepen-geo_signal_plus_transaction_type	deepen	xgboost	geo_signal_plus_transaction_type	49486.344377	4818.053409		51.525845	keep	single_knob=transaction_type_cat	New xgboost round: add transaction_type as a single native categorical feature on top of the promoted geo_signal recipe.
